id,num,name,type1,type2,hp,atk,def,spa,spd,spe,ability_primary,ability_secondary,ability_hidden,height_m,weight_kg,color,egg_groups,gender_ratio_m,gender_ratio_f,forme,base_species
ironjugulis,993,Iron Jugulis,Dark,Flying,94,80,86,122,80,108,Quark Drive,,,1.3,111,Blue,Undiscovered,,,,
ironmoth,994,Iron Moth,Fire,Poison,80,70,60,140,110,110,Quark Drive,,,1.2,36,White,Undiscovered,,,,
ironthorns,995,Iron Thorns,Rock,Electric,100,134,110,70,84,72,Quark Drive,,,1.6,303,Green,Undiscovered,,,,
frigibax,996,Frigibax,Dragon,Ice,65,75,45,35,45,55,Thermal Exchange,,Ice Body,0.5,17,Gray,Dragon; Mineral,,,,
arctibax,997,Arctibax,Dragon,Ice,90,95,66,45,65,62,Thermal Exchange,,Ice Body,0.8,30,Blue,Dragon; Mineral,,,,
baxcalibur,998,Baxcalibur,Dragon,Ice,115,145,92,75,86,87,Thermal Exchange,,Ice Body,2.1,210,Blue,Dragon; Mineral,,,,
baxcaliburmega,998,Baxcalibur-Mega,Dragon,Ice,115,175,117,105,101,87,Thermal Exchange,,Ice Body,2.1,315,Blue,Dragon; Mineral,,,Mega,Baxcalibur
gimmighoul,999,Gimmighoul,Ghost,,45,30,70,75,70,10,Rattled,,,0.3,5,Red,Undiscovered,,,,
gimmighoulroaming,999,Gimmighoul-Roaming,Ghost,,45,30,25,75,45,80,Run Away,,,0.1,0.1,Gray,Undiscovered,,,Roaming,Gimmighoul
gholdengo,1000,Gholdengo,Steel,Ghost,87,60,95,133,91,84,Good as Gold,,,1.2,30,Yellow,Undiscovered,,,,
wochien,1001,Wo-Chien,Dark,Grass,85,85,100,95,135,70,Tablets of Ruin,,,1.5,74.2,Brown,Undiscovered,,,,
chienpao,1002,Chien-Pao,Dark,Ice,80,120,80,90,65,135,Sword of Ruin,,,1.9,152.2,White,Undiscovered,,,,
tinglu,1003,Ting-Lu,Dark,Ground,155,110,125,55,80,45,Vessel of Ruin,,,2.7,699.7,Brown,Undiscovered,,,,
chiyu,1004,Chi-Yu,Dark,Fire,55,80,80,135,120,100,Beads of Ruin,,,0.4,4.9,Red,Undiscovered,,,,
roaringmoon,1005,Roaring Moon,Dragon,Dark,105,139,71,55,101,119,Protosynthesis,,,2,380,Blue,Undiscovered,,,,
ironvaliant,1006,Iron Valiant,Fairy,Fighting,74,130,90,120,60,116,Quark Drive,,,1.4,35,White,Undiscovered,,,,
koraidon,1007,Koraidon,Fighting,Dragon,100,135,115,85,100,135,Orichalcum Pulse,,,2.5,303,Red,Undiscovered,,,,
miraidon,1008,Miraidon,Electric,Dragon,100,85,100,135,115,135,Hadron Engine,,,3.5,240,Purple,Undiscovered,,,,
walkingwake,1009,Walking Wake,Water,Dragon,99,83,91,125,83,109,Protosynthesis,,,3.5,280,Blue,Undiscovered,,,,
ironleaves,1010,Iron Leaves,Grass,Psychic,90,130,88,70,108,104,Quark Drive,,,1.5,125,Green,Undiscovered,,,,
dipplin,1011,Dipplin,Grass,Dragon,80,80,110,95,80,40,Supersweet Syrup,Gluttony,Sticky Hold,0.4,4.4,Green,Grass; Dragon,,,,
poltchageist,1012,Poltchageist,Grass,Ghost,40,45,45,74,54,50,Hospitality,,Heatproof,0.1,1.1,Green,Mineral; Amorphous,,,,
poltchageistartisan,1012,Poltchageist-Artisan,Grass,Ghost,40,45,45,74,54,50,Hospitality,,Heatproof,0.1,1.1,Green,Undiscovered,,,Artisan,Poltchageist
sinistcha,1013,Sinistcha,Grass,Ghost,71,60,106,121,80,70,Hospitality,,Heatproof,0.2,2.2,Green,Mineral; Amorphous,,,,
sinistchamasterpiece,1013,Sinistcha-Masterpiece,Grass,Ghost,71,60,106,121,80,70,Hospitality,,Heatproof,0.2,2.2,Green,Undiscovered,,,Masterpiece,Sinistcha
okidogi,1014,Okidogi,Poison,Fighting,88,128,115,58,86,80,Toxic Chain,,Guard Dog,1.8,92,Black,Undiscovered,,,,
munkidori,1015,Munkidori,Poison,Psychic,88,75,66,130,90,106,Toxic Chain,,Frisk,1,12.2,Black,Undiscovered,,,,
fezandipiti,1016,Fezandipiti,Poison,Fairy,88,91,82,70,125,99,Toxic Chain,,Technician,1.4,30.1,Black,Undiscovered,,,,
ogerpon,1017,Ogerpon,Grass,,80,120,84,60,96,110,Defiant,,,1.2,39.8,Green,Undiscovered,,,,
ogerponwellspring,1017,Ogerpon-Wellspring,Grass,Water,80,120,84,60,96,110,Water Absorb,,,1.2,39.8,Blue,Undiscovered,,,Wellspring,Ogerpon
ogerponhearthflame,1017,Ogerpon-Hearthflame,Grass,Fire,80,120,84,60,96,110,Mold Breaker,,,1.2,39.8,Red,Undiscovered,,,Hearthflame,Ogerpon
ogerponcornerstone,1017,Ogerpon-Cornerstone,Grass,Rock,80,120,84,60,96,110,Sturdy,,,1.2,39.8,Gray,Undiscovered,,,Cornerstone,Ogerpon
ogerpontealtera,1017,Ogerpon-Teal-Tera,Grass,,80,120,84,60,96,110,Embody Aspect (Teal),,,1.2,39.8,Green,Undiscovered,,,Teal-Tera,Ogerpon
ogerponwellspringtera,1017,Ogerpon-Wellspring-Tera,Grass,Water,80,120,84,60,96,110,Embody Aspect (Wellspring),,,1.2,39.8,Blue,Undiscovered,,,Wellspring-Tera,Ogerpon
ogerponhearthflametera,1017,Ogerpon-Hearthflame-Tera,Grass,Fire,80,120,84,60,96,110,Embody Aspect (Hearthflame),,,1.2,39.8,Red,Undiscovered,,,Hearthflame-Tera,Ogerpon
ogerponcornerstonetera,1017,Ogerpon-Cornerstone-Tera,Grass,Rock,80,120,84,60,96,110,Embody Aspect (Cornerstone),,,1.2,39.8,Gray,Undiscovered,,,Cornerstone-Tera,Ogerpon
archaludon,1018,Archaludon,Steel,Dragon,90,105,130,125,65,85,Stamina,Sturdy,Stalwart,2,60,White,Mineral; Dragon,,,,
hydrapple,1019,Hydrapple,Grass,Dragon,106,80,110,120,80,44,Supersweet Syrup,Regenerator,Sticky Hold,1.8,93,Green,Grass; Dragon,,,,
gougingfire,1020,Gouging Fire,Fire,Dragon,105,115,121,65,93,91,Protosynthesis,,,3.5,590,Brown,Undiscovered,,,,
ragingbolt,1021,Raging Bolt,Electric,Dragon,125,73,91,137,89,75,Protosynthesis,,,5.2,480,Yellow,Undiscovered,,,,
ironboulder,1022,Iron Boulder,Rock,Psychic,90,120,80,68,108,124,Quark Drive,,,1.5,162.5,Gray,Undiscovered,,,,
ironcrown,1023,Iron Crown,Steel,Psychic,90,72,100,122,108,98,Quark Drive,,,1.6,156,Blue,Undiscovered,,,,
terapagos,1024,Terapagos,Normal,,90,65,85,65,85,60,Tera Shift,,,0.2,6.5,Blue,Undiscovered,,,,
terapagosterastal,1024,Terapagos-Terastal,Normal,,95,95,110,105,110,85,Tera Shell,,,0.3,16,Blue,Undiscovered,,,Terastal,Terapagos
terapagosstellar,1024,Terapagos-Stellar,Normal,,160,105,110,130,110,85,Teraform Zero,,,1.7,77,Blue,Undiscovered,,,Stellar,Terapagos
pecharunt,1025,Pecharunt,Poison,Ghost,88,88,160,88,88,88,Poison Puppeteer,,,0.3,0.3,Purple,Undiscovered,,,,
missingno,0,MissingNo.,Bird,Normal,33,136,0,6,6,29,,,,3,1590.8,Gray,Undiscovered,,,,
syclar,,Syclar,Ice,Bug,40,76,45,74,39,91,Compound Eyes,Snow Cloak,Ice Body,0.2,4,Blue,Bug,,,,
syclant,,Syclant,Ice,Bug,70,116,70,114,64,121,Compound Eyes,Mountaineer,Ice Body,1.7,52,Blue,Bug,,,,
revenankh,,Revenankh,Ghost,Fighting,90,105,90,65,110,65,Air Lock,Triage,Shed Skin,1.8,44,White,Amorphous; Human-Like,,,,
embirch,,Embirch,Fire,Grass,60,40,55,65,40,60,Reckless,Leaf Guard,Chlorophyll,0.6,15,Brown,Monster; Dragon,,,,
flarelm,,Flarelm,Fire,Grass,90,50,95,75,70,40,Rock Head,Battle Armor,White Smoke,1.4,73,Brown,Monster; Dragon,,,,
pyroak,,Pyroak,Fire,Grass,120,70,105,70,65,60,Rock Head,Battle Armor,Contrary,2.1,168,Brown,Monster; Dragon,,,,
breezi,,Breezi,Poison,Flying,50,46,69,60,50,75,Unburden,Own Tempo,Frisk,0.4,0.6,Purple,Field,,,,
fidgit,,Fidgit,Poison,Ground,95,76,109,90,80,105,Persistent,Vital Spirit,Frisk,0.9,53,Purple,Field,,,,
rebble,,Rebble,Rock,,45,25,65,75,55,80,Levitate,Solid Rock,Sniper,0.3,7,Gray,Mineral,,,,
tactite,,Tactite,Rock,,70,40,65,100,65,95,Levitate,Technician,Sniper,0.6,16,Gray,Mineral,,,,
stratagem,,Stratagem,Rock,,90,60,65,120,70,130,Levitate,Technician,Sniper,0.9,45,Gray,Mineral,,,,
privatyke,,Privatyke,Water,Fighting,65,75,65,40,60,45,Unaware,,Technician,1,35,Green,Water 1; Water 3,,,,
arghonaut,,Arghonaut,Water,Fighting,105,110,95,70,100,75,Unaware,,Technician,1.7,151,Green,Water 1; Water 3,,,,
kitsunoh,,Kitsunoh,Ghost,Steel,80,103,85,55,80,120,Frisk,Limber,Trace,1.1,51,Gray,Field,,,,
cyclohm,,Cyclohm,Electric,Dragon,108,60,118,112,70,80,Shield Dust,Static,Damp,1.6,59,Yellow,Dragon; Monster,,,,
colossoil,,Colossoil,Ground,Dark,133,122,72,71,72,95,Rebound,Guts,Unnerve,2.6,683.6,Brown,Water 2; Field,,,,
krilowatt,,Krilowatt,Electric,Water,151,84,73,83,74,105,Trace,Magic Guard,Minus,0.7,10.6,Red,Water 1; Fairy,,,,
voodoll,,Voodoll,Normal,Dark,55,40,55,75,50,70,Volt Absorb,Lightning Rod,Cursed Body,1,25,Brown,Human-Like; Field,,,,
voodoom,,Voodoom,Fighting,Dark,90,85,80,130,80,110,Volt Absorb,Lightning Rod,Cursed Body,2,75.5,Brown,Human-Like; Field,,,,
scratchet,,Scratchet,Normal,Fighting,55,85,80,20,70,40,Scrappy,Prankster,Vital Spirit,0.5,20,Brown,Field; Flying,,,,
tomohawk,,Tomohawk,Flying,Fighting,105,60,90,115,80,85,Intimidate,Prankster,Justified,1.27,37.2,Red,Field; Flying,,,,
necturine,,Necturine,Grass,Ghost,49,55,60,50,75,51,Anticipation,,Telepathy,0.3,1.8,White,Grass; Field,,,,
necturna,,Necturna,Grass,Ghost,64,120,100,85,120,58,Forewarn,,Telepathy,1.65,49.6,Black,Grass; Field,,,,
mollux,,Mollux,Fire,Poison,95,45,83,131,105,76,Dry Skin,,Illuminate,1.2,41,Pink,Fairy; Field,,,,
cupra,,Cupra,Bug,Psychic,50,60,49,67,30,44,Shield Dust,Keen Eye,Magic Guard,0.5,4.8,Brown,Bug,,,,
argalis,,Argalis,Bug,Psychic,60,90,89,87,40,54,Shed Skin,Compound Eyes,Overcoat,1.3,341.4,Gray,Bug,,,,
aurumoth,,Aurumoth,Bug,Psychic,110,120,99,117,60,94,Weak Armor,No Guard,Light Metal,2.1,193,Purple,Bug,,,,
brattler,,Brattler,Dark,Grass,80,70,40,20,90,30,Harvest,Infiltrator,Rattled,1.8,11.5,Brown,Grass; Dragon,,,,
malaconda,,Malaconda,Dark,Grass,115,100,60,40,130,55,Harvest,Infiltrator,Drought,5.5,108.8,Brown,Grass; Dragon,,,,
cawdet,,Cawdet,Steel,Flying,35,72,85,40,55,88,Keen Eye,Volt Absorb,Big Pecks,0.76,25,Gray,Flying,,,,
cawmodore,,Cawmodore,Steel,Flying,50,92,130,65,75,118,Intimidate,Volt Absorb,Big Pecks,1.7,37,Black,Flying,,,,
volkritter,,Volkritter,Water,Fire,60,30,50,80,60,70,Anticipation,Infiltrator,Unnerve,0.3,15,Red,Water 1; Water 2,,,,
volkraken,,Volkraken,Water,Fire,100,45,80,135,100,95,Analytic,Infiltrator,Pressure,1.3,44.5,Red,Water 1; Water 2,,,,
snugglow,,Snugglow,Electric,Poison,40,37,79,91,68,70,Storm Drain,Vital Spirit,Telepathy,1.2,6,Purple,Water 1; Water 2,,,,
plasmanta,,Plasmanta,Electric,Poison,60,57,119,131,98,100,Storm Drain,Vital Spirit,Telepathy,7,460,Purple,Water 1; Water 2,,,,
floatoy,,Floatoy,Water,,48,70,40,70,30,77,Water Veil,Heatproof,Swift Swim,0.8,1.9,White,Water 1; Field,,,,
caimanoe,,Caimanoe,Water,Steel,73,85,65,80,40,87,Water Veil,Heatproof,Light Metal,1.4,72.5,Gray,Water 1; Field,,,,
naviathan,,Naviathan,Water,Steel,103,110,90,95,65,97,Guts,Heatproof,Light Metal,3,510,Gray,Water 1; Field,,,,
crucibelle,,Crucibelle,Rock,Poison,106,105,65,75,85,104,Regenerator,Mold Breaker,Liquid Ooze,1.3,23.6,Purple,Amorphous; Mineral,0.25,0.75,,
crucibellemega,,Crucibelle-Mega,Rock,Poison,106,135,75,91,125,108,Magic Guard,,,1.4,22.5,Purple,Amorphous; Mineral,0.25,0.75,Mega,Crucibelle
pluffle,,Pluffle,Fairy,,74,38,51,65,78,49,Natural Cure,Aroma Veil,Friend Guard,0.8,1.8,Pink,Fairy; Human-Like,,,,
kerfluffle,,Kerfluffle,Fairy,Fighting,84,78,86,115,88,119,Natural Cure,Aroma Veil,Friend Guard,2.1,24.2,Pink,Fairy; Human-Like,,,,
pajantom,,Pajantom,Dragon,Ghost,84,133,71,51,111,101,Comatose,,,1.1,3.1,Purple,Dragon; Monster,,,,
mumbao,,Mumbao,Grass,Fairy,55,30,64,87,73,66,Trace,Overcoat,Solar Power,1,83,Brown,Grass,,,,
jumbao,,Jumbao,Grass,Fairy,92,63,97,124,104,96,Trace,Overcoat,Drought,2.4,200,Brown,Grass,,,,
fawnifer,,Fawnifer,Grass,,49,61,42,52,40,76,Overgrow,,Lightning Rod,0.7,6.9,Green,Field,0.875,0.125,,
electrelk,,Electrelk,Grass,Electric,59,81,67,57,55,101,Overgrow,,Galvanize,1.4,41.5,Green,Field,0.875,0.125,,
caribolt,,Caribolt,Grass,Electric,84,106,82,77,80,106,Overgrow,,Galvanize,2.5,140,Green,Field,0.875,0.125,,
smogecko,,Smogecko,Fire,,48,66,43,58,48,56,Blaze,,Technician,0.5,8.5,Red,Field; Monster,0.875,0.125,,
smoguana,,Smoguana,Fire,Ground,68,86,53,68,68,76,Blaze,,Technician,1.5,22.2,Red,Field; Monster,0.875,0.125,,
smokomodo,,Smokomodo,Fire,Ground,88,116,67,88,78,97,Blaze,,Technician,2.2,205,Red,Field; Monster,0.875,0.125,,
swirlpool,,Swirlpool,Water,,61,49,70,50,62,28,Torrent,,Poison Heal,0.5,7,Blue,Water 1; Fairy,0.875,0.125,,
coribalis,,Coribalis,Water,Bug,76,69,90,65,77,43,Torrent,,Poison Heal,1.4,24.5,Blue,Water 1; Fairy,0.875,0.125,,
snaelstrom,,Snaelstrom,Water,Bug,91,94,110,80,97,63,Torrent,,Poison Heal,2,120,Blue,Water 1; Fairy,0.875,0.125,,
justyke,,Justyke,Steel,Ground,72,70,56,83,68,30,Levitate,Bulletproof,Justified,0.4,36.5,Brown,Mineral,,,,
equilibra,,Equilibra,Steel,Ground,102,50,96,133,118,60,Levitate,Bulletproof,Justified,0.8,51.3,Brown,Mineral,,,,
solotl,,Solotl,Fire,Dragon,68,48,34,72,24,84,Regenerator,Vital Spirit,Magician,0.6,11.8,Red,Dragon; Fairy,,,,
astrolotl,,Astrolotl,Fire,Dragon,108,108,74,92,64,114,Regenerator,Vital Spirit,Magician,1.9,50,Red,Dragon; Fairy,,,,
miasmite,,Miasmite,Bug,Dragon,40,85,60,52,52,44,Neutralizing Gas,Hyper Cutter,Compound Eyes,0.6,10.1,Green,Bug; Dragon,,,,
miasmaw,,Miasmaw,Bug,Dragon,85,135,60,88,105,99,Neutralizing Gas,Hyper Cutter,Compound Eyes,1.2,57,Green,Bug; Dragon,,,,
chromera,,Chromera,Dark,Normal,85,85,115,115,100,100,Color Change,,,2.5,215,Purple,Undiscovered,,,,
nohface,,Nohface,Ghost,,50,73,50,30,50,80,Frisk,Limber,Unnerve,0.5,5.9,Blue,Field,,,,
monohm,,Monohm,Electric,,53,40,58,67,55,55,Shield Dust,Static,Damp,0.6,4.1,Yellow,Dragon; Monster,,,,
duohm,,Duohm,Electric,Dragon,88,40,103,77,60,60,Shield Dust,Static,Damp,1.1,19.2,Yellow,Dragon; Monster,,,,
dorsoil,,Dorsoil,Ground,,103,72,52,61,52,65,Oblivious,Guts,Unnerve,1.3,145,White,Water 2; Field,,,,
protowatt,,Protowatt,Electric,Water,51,44,33,43,34,65,Trace,Magic Guard,Minus,0.1,0.1,Red,Water 1; Fairy,,,,
venomicon,,Venomicon,Poison,Flying,85,50,113,118,90,64,Stamina,,Power of Alchemy,0.8,11.5,Purple,Amorphous,,,,
venomiconepilogue,,Venomicon-Epilogue,Poison,Flying,85,102,85,62,85,101,Tinted Lens,,,0.8,12.4,Purple,Amorphous,,,Epilogue,Venomicon
saharascal,,Saharascal,Ground,,50,80,65,45,90,70,Water Absorb,Pickpocket,Sand Spit,1.2,48,Brown,Field,,,,
saharaja,,Saharaja,Ground,,70,112,105,65,123,78,Water Absorb,Serene Grace,Sand Spit,2.3,303.9,White,Field,,,,
ababo,,Ababo,Fairy,,42,35,27,35,35,38,Pixilate,Rattled,Own Tempo,0.5,3.5,White,Undiscovered,0.75,0.25,,
scattervein,,Scattervein,Fairy,,75,74,87,62,89,63,Pixilate,Intimidate,Own Tempo,1.5,25,Pink,Monster; Fairy,0.75,0.25,,
hemogoblin,,Hemogoblin,Fairy,Fire,90,96,87,96,89,55,Pixilate,Intimidate,Own Tempo,1.4,85,Pink,Monster; Fairy,0.75,0.25,,
cresceidon,,Cresceidon,Water,Fairy,80,32,111,88,99,124,Multiscale,Rough Skin,Water Veil,10,999.9,Blue,Amorphous; Water 3,,,,
chuggon,,Chuggon,Dragon,Poison,30,23,77,55,65,30,Shell Armor,White Smoke,Slow Start,1,50,Black,Dragon; Mineral,,,,
draggalong,,Draggalong,Dragon,Poison,40,33,92,95,80,85,Armor Tail,White Smoke,Slow Start,2.5,110,Black,Dragon; Mineral,,,,
chuggalong,,Chuggalong,Dragon,Poison,45,43,117,120,110,108,Armor Tail,White Smoke,Slow Start,6.2,201.6,Black,Dragon; Mineral,,,,
shox,,Shox,Electric,Normal,136,55,87,108,108,56,Electromorphosis,Sticky Hold,Cud Chew,3,99.9,Brown,Field,,,,
ramnarok,,Ramnarok,Fire,Steel,110,56,104,111,134,85,No Guard,,,2.2,250,Red,Undiscovered,,,,
ramnarokradiant,,Ramnarok-Radiant,Fire,Ice,110,56,85,141,54,154,No Guard,,,2.2,182,White,Undiscovered,,,Radiant,Ramnarok
pokestarsmeargle,,Pokestar Smeargle,Normal,,55,20,35,20,45,75,Own Tempo,Technician,Moody,1.5,61,White,Field,,,,
pokestarufo,,Pokestar UFO,Flying,Electric,100,100,100,100,100,100,Levitate,,,1.5,61,White,Undiscovered,,,,
pokestarufo2,,Pokestar UFO-2,Psychic,Electric,100,100,100,100,100,100,Levitate,,,1.5,61,White,Undiscovered,,,2,Pokestar UFO
pokestarbrycenman,,Pokestar Brycen-Man,Dark,Psychic,100,100,100,100,100,100,Levitate,,,1.5,61,White,Undiscovered,,,,
pokestarmt,,Pokestar MT,Steel,,100,100,100,100,100,100,Analytic,,,1.5,61,White,Undiscovered,,,,
pokestarmt2,,Pokestar MT2,Steel,Electric,100,100,100,100,100,100,Flash Fire,,,1.5,61,White,Undiscovered,,,,
pokestartransport,,Pokestar Transport,Steel,,100,100,100,100,100,100,Motor Drive,,,1.5,61,White,Undiscovered,,,,
pokestargiant,,Pokestar Giant,Normal,,100,100,100,100,100,100,Huge Power,,,1.5,61,White,Undiscovered,,,,
pokestarhumanoid,,Pokestar Humanoid,Normal,,100,100,100,100,100,100,Insomnia,,,1.5,61,White,Undiscovered,,,,
pokestarmonster,,Pokestar Monster,Dark,,100,100,100,100,100,100,Pressure,,,1.5,61,White,Undiscovered,,,,
pokestarf00,,Pokestar F-00,Steel,Normal,100,100,100,100,100,100,Volt Absorb,,,1.5,61,White,Undiscovered,,,,
pokestarf002,,Pokestar F-002,Steel,Normal,100,100,100,100,100,100,Reckless,,,1.5,61,White,Undiscovered,,,,
pokestarspirit,,Pokestar Spirit,Dark,Ghost,100,100,100,100,100,100,Wonder Guard,,,1.5,61,White,Undiscovered,,,,
pokestarblackdoor,,Pokestar Black Door,Grass,,100,100,100,100,100,100,Early Bird,,,1.5,61,White,Undiscovered,,,,
pokestarwhitedoor,,Pokestar White Door,Fire,,100,100,100,100,100,100,Blaze,,,1.5,61,White,Undiscovered,,,,
pokestarblackbelt,,Pokestar Black Belt,Fighting,,100,100,100,100,100,100,Huge Power,,,1.5,61,White,Undiscovered,,,,
pokestarufopropu2,,Pokestar UFO-PropU2,Psychic,Electric,100,100,100,100,100,100,Levitate,,,1.5,61,White,Undiscovered,,,PropU2,Pokestar UFO
